dataset,t_bn_ms,t_topk_ms,t_sens_ms,t_gnn_ms,t_features_ms,t_mlp_ms,t_lp_ms,t_decision_ms,t_total_ms
abilene,0.5778216667143473,0.027371679971111007,0.7080249866946057,2.2641750533633362,0.9287444666430625,0.19135117338009877,28.14453674662218,4.697489026766561,34.13442001331229
cernet,6.58780880003178,0.08560883998143254,8.167593213293003,10.637372706660244,0.8799783466141283,0.16230724007376315,39.656805506662444,26.520669146654352,78.2961356132849
geant,1.8393760800245218,0.03319994664101008,2.183286733331139,3.894979986701704,0.8132721733151508,0.15506785332642417,26.929488866662723,8.91918277333995,39.301690546623526
germany50,6.961586977343938,0.07962786371122506,8.034356113739705,15.456436500016935,0.892263181785066,0.16214211365712056,39.98666563639249,31.586412750253988,83.07928790910327
rocketfuel_ebone,2.0116777200625315,0.0352083601076932,2.480896173280295,4.18722117330617,0.8150215867014291,0.15408775997154103,27.845229986657312,9.68411277342966,41.38431279995226
rocketfuel_sprintlink,7.986584493337432,0.1015278133005874,9.616917746643594,12.387485546702615,0.9508316132996697,0.19563217333294838,43.93581276005231,31.238979386616847,89.54983889332652
rocketfuel_tiscali,10.089868359997732,0.12168832000800951,12.31616049331933,14.777489466699384,0.922245573347027,0.1708511199831264,48.115462786675685,38.39830333335461,104.6337371599778
topologyzoo_vtlwavenet2011,60.933470533382206,0.46522233340510866,101.25326666669328,56.616528906658154,1.1983305867155043,0.1879694266608567,140.0771032933335,220.65478845351512,440.10257282664196
