topology,scenario,k,delay,method,mean_mlu,p95_mlu,peak_mlu,overload_0p7,overload_0p9,mean_disturb,mean_decision_ms,delta_mean_pct,delta_p95_pct,delta_peak_pct,delta_overload_0p7,delta_overload_0p9,delta_disturb_pct,n_steps
cernet,spike_2x,5,1,predictive,1785.969046,2263.203391,2338.902665,29,11,0.001365,71.20,+5.101,+5.576,+6.669,-2,3,-72.223,51
cernet,spike_2x,5,1,oracle,1785.969046,2263.203391,2338.902665,29,11,0.001355,72.78,+5.101,+5.576,+6.669,-2,3,-72.435,51
cernet,spike_2x,5,2,reactive,1696.721539,2148.996192,2199.568598,32,9,0.004914,55.65,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,spike_2x,5,2,predictive,1782.763210,2248.554978,2338.902665,29,10,0.001365,66.97,+5.071,+4.633,+6.335,-3,1,-72.223,51
cernet,spike_2x,5,2,oracle,1782.763210,2248.554978,2338.902665,29,10,0.001349,64.69,+5.071,+4.633,+6.335,-3,1,-72.547,51
cernet,spike_2x,10,0,reactive,1660.525441,2090.283983,2135.667103,30,11,0.009311,63.70,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,spike_2x,10,0,predictive,1790.087316,2263.203391,2338.902665,29,12,0.005117,76.89,+7.802,+8.273,+9.516,-1,1,-45.042,51
cernet,spike_2x,10,0,oracle,1790.087316,2263.203391,2338.902665,29,12,0.005143,73.69,+7.802,+8.273,+9.516,-1,1,-44.762,51
cernet,spike_2x,10,1,reactive,1660.077522,2101.595380,2110.256159,34,10,0.009311,47.68,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,spike_2x,10,1,predictive,1785.969046,2263.203391,2338.902665,29,11,0.005106,56.25,+7.583,+7.690,+10.835,-5,1,-45.163,51
cernet,spike_2x,10,1,oracle,1785.969046,2263.203391,2338.902665,29,11,0.005235,57.83,+7.583,+7.690,+10.835,-5,1,-43.777,51
cernet,spike_2x,10,2,reactive,1656.222949,2072.119979,2100.409224,34,11,0.009311,49.50,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,spike_2x,10,2,predictive,1782.763210,2248.554978,2338.902665,29,10,0.005137,60.55,+7.640,+8.515,+11.355,-5,-1,-44.834,51
cernet,spike_2x,10,2,oracle,1782.763210,2248.554978,2338.902665,29,10,0.005026,57.16,+7.640,+8.515,+11.355,-5,-1,-46.022,51
cernet,spike_2x,20,0,reactive,1614.965187,2026.364331,2040.419864,33,11,0.016965,49.64,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,spike_2x,20,0,predictive,1790.087316,2263.203391,2338.902665,29,12,0.011457,59.28,+10.844,+11.688,+14.628,-4,1,-32.466,51
cernet,spike_2x,20,0,oracle,1790.087316,2263.203391,2338.902665,29,12,0.011913,60.53,+10.844,+11.688,+14.628,-4,1,-29.778,51
cernet,spike_2x,20,1,reactive,1616.747329,2020.038205,2069.594196,33,9,0.016965,43.58,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,spike_2x,20,1,predictive,1785.969046,2263.203391,2338.902665,29,11,0.011377,49.40,+10.467,+12.038,+13.013,-4,2,-32.934,51
cernet,spike_2x,20,1,oracle,1785.969046,2263.203391,2338.902665,29,11,0.011663,50.86,+10.467,+12.038,+13.013,-4,2,-31.248,51
cernet,spike_2x,20,2,reactive,1612.433698,1996.750789,2034.634100,34,10,0.016965,56.81,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,spike_2x,20,2,predictive,1782.763210,2248.554978,2338.902665,29,10,0.011465,65.43,+10.564,+12.611,+14.954,-5,0,-32.420,51
cernet,spike_2x,20,2,oracle,1782.763210,2248.554978,2338.902665,29,10,0.011566,64.42,+10.564,+12.611,+14.954,-5,0,-31.821,51
cernet,spike_2x,40,0,reactive,1554.278395,1952.393090,1956.851602,36,12,0.030171,56.24,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,spike_2x,40,0,predictive,1787.682831,2263.203391,2338.902665,29,12,0.017290,63.27,+15.017,+15.919,+19.524,-7,0,-42.692,51
cernet,spike_2x,40,0,oracle,1788.068693,2263.203391,2338.902665,29,12,0.017385,65.91,+15.042,+15.919,+19.524,-7,0,-42.379,51
cernet,spike_2x,40,1,reactive,1562.654997,1940.472059,1984.692220,34,11,0.030171,55.58,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,spike_2x,40,1,predictive,1783.908253,2263.203391,2338.902665,29,11,0.016842,66.54,+14.159,+16.632,+17.847,-5,0,-44.176,51
cernet,spike_2x,40,1,oracle,1783.908253,2263.203391,2338.902665,29,11,0.016711,64.85,+14.159,+16.632,+17.847,-5,0,-44.611,51
cernet,spike_2x,40,2,reactive,1558.851089,1927.986490,1951.754177,37,13,0.030171,56.21,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,spike_2x,40,2,predictive,1780.697303,2248.554978,2338.902665,29,10,0.016867,67.25,+14.231,+16.627,+19.836,-8,-3,-44.093,51
cernet,spike_2x,40,2,oracle,1780.286862,2248.554978,2338.902665,29,10,0.016960,68.30,+14.205,+16.627,+19.836,-8,-3,-43.787,51
cernet,ramp_up,5,0,reactive,1724.384084,2146.091200,2190.324716,34,10,0.004187,42.16,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,ramp_up,5,0,predictive,1884.981487,2236.042682,2265.496940,51,16,0.001348,49.41,+9.313,+4.191,+3.432,17,6,-67.802,51
cernet,ramp_up,5,0,oracle,1884.981487,2236.042682,2265.496940,51,16,0.001389,50.17,+9.313,+4.191,+3.432,17,6,-66.822,51
cernet,ramp_up,5,1,reactive,1726.088958,2143.672385,2192.678471,34,11,0.004187,58.21,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,ramp_up,5,1,predictive,1884.999296,2236.042682,2265.496940,51,16,0.001348,51.29,+9.206,+4.309,+3.321,17,5,-67.802,51
cernet,ramp_up,5,1,oracle,1884.999296,2236.042682,2265.496940,51,16,0.001337,51.07,+9.206,+4.309,+3.321,17,5,-68.061,51
cernet,ramp_up,5,2,reactive,1724.496991,2142.724297,2165.049865,37,12,0.004187,47.55,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,ramp_up,5,2,predictive,1886.284715,2236.042682,2331.053270,46,13,0.001348,54.53,+9.382,+4.355,+7.667,9,1,-67.802,51
cernet,ramp_up,5,2,oracle,1886.284715,2236.042682,2331.053270,46,13,0.001331,55.29,+9.382,+4.355,+7.667,9,1,-68.200,51
cernet,ramp_up,10,0,reactive,1681.910171,2090.283983,2135.667103,34,11,0.005982,55.18,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,ramp_up,10,0,predictive,1884.981487,2236.042682,2265.496940,51,16,0.005054,65.77,+12.074,+6.973,+6.079,17,5,-15.507,51
cernet,ramp_up,10,0,oracle,1884.981487,2236.042682,2265.496940,51,16,0.005080,63.48,+12.074,+6.973,+6.079,17,5,-15.075,51
cernet,ramp_up,10,1,reactive,1685.686948,2097.119235,2107.620130,37,13,0.005982,49.96,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,ramp_up,10,1,predictive,1884.999296,2236.042682,2265.496940,51,16,0.005043,59.91,+11.824,+6.624,+7.491,14,3,-15.693,51
cernet,ramp_up,10,1,oracle,1884.999296,2236.042682,2265.496940,51,16,0.005175,79.61,+11.824,+6.624,+7.491,14,3,-13.497,51
cernet,ramp_up,10,2,reactive,1684.619480,2072.119979,2100.409224,39,13,0.005982,49.13,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,ramp_up,10,2,predictive,1886.284715,2236.042682,2331.053270,46,13,0.005073,59.96,+11.971,+7.911,+10.981,7,0,-15.188,51
cernet,ramp_up,10,2,oracle,1886.284715,2236.042682,2331.053270,46,13,0.004963,63.64,+11.971,+7.911,+10.981,7,0,-17.038,51
cernet,ramp_up,20,0,reactive,1639.773830,2031.513932,2040.419864,40,13,0.017926,44.46,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,ramp_up,20,0,predictive,1884.981487,2236.042682,2265.496940,51,16,0.011901,53.72,+14.954,+10.068,+11.031,11,3,-33.613,51
cernet,ramp_up,20,0,oracle,1884.981487,2236.042682,2265.496940,51,16,0.012177,51.56,+14.954,+10.068,+11.031,11,3,-32.072,51
cernet,ramp_up,20,1,reactive,1648.057860,2032.514277,2069.594196,36,11,0.017926,45.59,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,ramp_up,20,1,predictive,1884.999296,2236.042682,2265.496940,51,16,0.011569,54.24,+14.377,+10.014,+9.466,15,5,-35.464,51
cernet,ramp_up,20,1,oracle,1884.999296,2236.042682,2265.496940,51,16,0.012046,54.15,+14.377,+10.014,+9.466,15,5,-32.802,51
cernet,ramp_up,20,2,reactive,1646.668965,2004.003909,2034.634100,44,12,0.017926,65.23,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,ramp_up,20,2,predictive,1886.284715,2236.042682,2331.053270,46,13,0.011850,69.56,+14.552,+11.579,+14.569,2,1,-33.895,51
cernet,ramp_up,20,2,oracle,1886.284715,2236.042682,2331.053270,46,13,0.012055,70.25,+14.552,+11.579,+14.569,2,1,-32.751,51
cernet,ramp_up,40,0,reactive,1593.110667,1942.184386,1954.383103,48,13,0.030432,52.95,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,ramp_up,40,0,predictive,1882.577003,2236.042682,2265.496940,51,16,0.021079,59.86,+18.170,+15.130,+15.919,3,3,-30.735,51
cernet,ramp_up,40,0,oracle,1882.962865,2236.042682,2265.496940,51,16,0.021448,60.97,+18.194,+15.130,+15.919,3,3,-29.521,51
cernet,ramp_up,40,1,reactive,1603.554601,1930.713062,1984.692220,46,11,0.030432,78.33,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,ramp_up,40,1,predictive,1882.938504,2236.042682,2265.496940,51,16,0.021541,95.55,+17.423,+15.814,+14.149,5,5,-29.215,51
cernet,ramp_up,40,1,oracle,1882.938504,2236.042682,2265.496940,51,16,0.021410,86.55,+17.423,+15.814,+14.149,5,5,-29.645,51
cernet,ramp_up,40,2,reactive,1601.812509,1920.824584,1951.754177,51,12,0.030432,52.92,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,ramp_up,40,2,predictive,1884.218808,2236.042682,2331.053270,45,13,0.020833,59.14,+17.630,+16.411,+19.434,-6,1,-31.542,51
cernet,ramp_up,40,2,oracle,1883.808366,2236.042682,2331.053270,45,13,0.021328,58.64,+17.605,+16.411,+19.434,-6,1,-29.917,51
cernet,flash_crowd,5,0,reactive,1703.974825,2146.091200,2190.324716,31,11,0.005217,60.20,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,flash_crowd,5,0,predictive,1781.752530,2233.733544,2265.496940,33,13,0.001366,70.08,+4.564,+4.084,+3.432,2,2,-73.821,51
cernet,flash_crowd,5,0,oracle,1781.752530,2233.733544,2265.496940,33,13,0.001407,72.37,+4.564,+4.084,+3.432,2,2,-73.034,51
cernet,flash_crowd,5,1,reactive,1704.579355,2143.672385,2192.678471,31,10,0.005217,56.18,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,flash_crowd,5,1,predictive,1777.634260,2227.976730,2265.496940,33,12,0.001366,65.35,+4.286,+3.933,+3.321,2,2,-73.821,51
cernet,flash_crowd,5,1,oracle,1777.634260,2227.976730,2265.496940,33,12,0.001355,63.16,+4.286,+3.933,+3.321,2,2,-74.032,51
cernet,flash_crowd,5,2,reactive,1702.448506,2139.292929,2165.049865,32,11,0.005217,55.48,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,flash_crowd,5,2,predictive,1774.428425,2218.416714,2236.200114,34,13,0.001366,64.66,+4.228,+3.699,+3.286,2,2,-73.821,51
cernet,flash_crowd,5,2,oracle,1774.428425,2218.416714,2236.200114,34,13,0.001350,61.39,+4.228,+3.699,+3.286,2,2,-74.124,51
cernet,flash_crowd,10,0,reactive,1663.122414,2090.283983,2135.667103,30,11,0.009442,60.97,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,flash_crowd,10,0,predictive,1781.752530,2233.733544,2265.496940,33,13,0.005201,69.85,+7.133,+6.863,+6.079,3,2,-44.915,51
cernet,flash_crowd,10,0,oracle,1781.752530,2233.733544,2265.496940,33,13,0.005227,71.42,+7.133,+6.863,+6.079,3,2,-44.639,51
cernet,flash_crowd,10,1,reactive,1664.977371,2094.804273,2107.620130,34,11,0.009442,62.89,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,flash_crowd,10,1,predictive,1777.634260,2227.976730,2265.496940,33,12,0.005190,85.30,+6.766,+6.357,+7.491,-1,1,-45.034,51
cernet,flash_crowd,10,1,oracle,1777.634260,2227.976730,2265.496940,33,12,0.005321,78.76,+6.766,+6.357,+7.491,-1,1,-43.650,51
cernet,flash_crowd,10,2,reactive,1663.069231,2072.119979,2100.409224,34,12,0.009442,52.32,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,flash_crowd,10,2,predictive,1774.428425,2218.416714,2236.200114,34,13,0.005139,67.01,+6.696,+7.060,+6.465,0,1,-45.570,51
cernet,flash_crowd,10,2,oracle,1774.428425,2218.416714,2236.200114,34,13,0.005029,62.88,+6.696,+7.060,+6.465,0,1,-46.738,51
cernet,flash_crowd,20,0,reactive,1612.611184,2028.180540,2040.419864,33,11,0.016721,58.08,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,flash_crowd,20,0,predictive,1781.752530,2233.733544,2265.496940,33,13,0.011564,69.39,+10.489,+10.135,+11.031,0,2,-30.842,51
cernet,flash_crowd,20,0,oracle,1781.752530,2233.733544,2265.496940,33,13,0.012020,66.56,+10.489,+10.135,+11.031,0,2,-28.115,51
cernet,flash_crowd,20,1,reactive,1617.002903,2027.510210,2069.594196,33,10,0.016721,61.93,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,flash_crowd,20,1,predictive,1777.634260,2227.976730,2265.496940,33,12,0.011581,77.20,+9.934,+9.887,+9.466,0,2,-30.739,51
cernet,flash_crowd,20,1,oracle,1777.634260,2227.976730,2265.496940,33,12,0.011793,72.83,+9.934,+9.887,+9.466,0,2,-29.471,51
cernet,flash_crowd,20,2,reactive,1614.336404,1997.436834,2034.634100,34,11,0.016721,51.78,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,flash_crowd,20,2,predictive,1774.428425,2218.416714,2236.200114,34,13,0.011550,61.53,+9.917,+11.063,+9.907,0,2,-30.929,51
cernet,flash_crowd,20,2,oracle,1774.428425,2218.416714,2236.200114,34,13,0.011600,58.98,+9.917,+11.063,+9.907,0,2,-30.626,51
cernet,flash_crowd,40,0,reactive,1549.171303,1942.184386,1954.383103,36,11,0.029816,50.06,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,flash_crowd,40,0,predictive,1779.348046,2233.733544,2265.496940,33,13,0.017024,58.38,+14.858,+15.011,+15.919,-3,2,-42.905,51
cernet,flash_crowd,40,0,oracle,1779.733908,2233.733544,2265.496940,33,13,0.016921,59.68,+14.883,+15.011,+15.919,-3,2,-43.248,51
cernet,flash_crowd,40,1,reactive,1558.358537,1927.520383,1984.692220,34,10,0.029816,52.06,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,flash_crowd,40,1,predictive,1775.573467,2227.976730,2265.496940,32,12,0.016597,60.13,+13.939,+15.588,+14.149,-2,2,-44.337,51
cernet,flash_crowd,40,1,oracle,1775.573467,2227.976730,2265.496940,32,12,0.016492,61.98,+13.939,+15.588,+14.149,-2,2,-44.688,51
cernet,flash_crowd,40,2,reactive,1555.869137,1919.370206,1951.754177,37,12,0.029816,48.12,+0.000,+0.000,+0.000,0,0,+0.000,51
cernet,flash_crowd,40,2,predictive,1772.362518,2218.416714,2236.200114,34,13,0.016597,56.78,+13.915,+15.580,+14.574,-3,1,-44.336,51
cernet,flash_crowd,40,2,oracle,1771.952076,2218.416714,2236.200114,34,13,0.016484,55.91,+13.888,+15.580,+14.574,-3,1,-44.714,51
ebone,normal,5,0,reactive,369.407568,438.324939,444.301016,51,14,0.008134,27.87,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,normal,5,0,predictive,371.863889,441.848883,451.096583,51,14,0.008571,30.12,+0.665,+0.804,+1.529,0,0,+5.373,51
ebone,normal,5,0,oracle,372.253608,445.239824,451.096583,51,14,0.008353,29.21,+0.770,+1.578,+1.529,0,0,+2.690,51
ebone,normal,5,1,reactive,369.629032,438.324939,444.301016,51,13,0.008134,33.61,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,normal,5,1,predictive,371.348137,441.848883,460.580236,49,12,0.008857,36.74,+0.465,+0.804,+3.664,-2,-1,+8.881,51
ebone,normal,5,1,oracle,371.303955,441.848883,460.580236,48,12,0.007752,33.95,+0.453,+0.804,+3.664,-3,-1,-4.697,51
ebone,normal,5,2,reactive,369.337169,437.016572,444.301016,51,14,0.008134,35.23,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,normal,5,2,predictive,370.879763,438.324939,461.780412,48,11,0.008902,35.82,+0.418,+0.299,+3.934,-3,-3,+9.441,51
ebone,normal,5,2,oracle,369.810924,441.668314,447.358180,51,13,0.006935,36.74,+0.128,+1.064,+0.688,0,-1,-14.751,51
ebone,normal,10,0,reactive,361.234902,436.151015,444.301016,50,14,0.019998,39.04,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,normal,10,0,predictive,363.384183,438.324939,444.301016,50,14,0.018347,42.96,+0.595,+0.498,+0.000,0,0,-8.260,51
ebone,normal,10,0,oracle,363.798040,438.324939,444.301016,50,14,0.019963,45.08,+0.710,+0.498,+0.000,0,0,-0.179,51
ebone,normal,10,1,reactive,363.538923,437.016572,444.301016,51,14,0.019998,28.44,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,normal,10,1,predictive,362.676541,438.324939,444.301016,50,13,0.018111,30.78,-0.237,+0.299,+0.000,-1,-1,-9.439,51
ebone,normal,10,1,oracle,363.333133,438.324939,444.301016,51,13,0.018954,30.77,-0.057,+0.299,+0.000,0,-1,-5.224,51
ebone,normal,10,2,reactive,362.813216,437.016572,444.301016,51,13,0.019998,32.89,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,normal,10,2,predictive,362.413450,437.016572,444.301016,50,13,0.018017,35.87,-0.110,+0.000,+0.000,-1,0,-9.906,51
ebone,normal,10,2,oracle,363.075056,437.016572,444.301016,50,13,0.019802,35.45,+0.072,+0.000,+0.000,-1,0,-0.980,51
ebone,normal,20,0,reactive,360.640156,433.954533,438.528141,51,15,0.040472,32.05,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,normal,20,0,predictive,361.504491,437.016572,439.396750,51,14,0.022721,34.91,+0.240,+0.706,+0.198,0,-1,-43.859,51
ebone,normal,20,0,oracle,361.617684,437.016572,444.301016,50,14,0.023323,33.99,+0.271,+0.706,+1.316,-1,-1,-42.372,51
ebone,normal,20,1,reactive,363.051876,435.658624,439.952161,51,14,0.040472,27.14,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,normal,20,1,predictive,360.868147,438.324939,444.301016,50,13,0.024743,29.70,-0.601,+0.612,+0.988,-1,-1,-38.865,51
ebone,normal,20,1,oracle,360.621469,438.324939,444.301016,50,13,0.020038,29.22,-0.669,+0.612,+0.988,-1,-1,-50.488,51
ebone,normal,20,2,reactive,362.747996,436.042113,441.398994,51,14,0.040472,28.71,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,normal,20,2,predictive,360.243106,437.016572,444.301016,50,13,0.023218,30.52,-0.691,+0.223,+0.657,-1,-1,-42.631,51
ebone,normal,20,2,oracle,359.893475,437.016572,444.301016,50,12,0.023256,31.12,-0.787,+0.223,+0.657,-1,-2,-42.537,51
ebone,normal,40,0,reactive,360.620899,433.954533,438.528142,51,15,0.063579,39.49,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,normal,40,0,predictive,360.620899,433.954533,438.528142,51,15,0.039421,40.08,-0.000,+0.000,+0.000,0,0,-37.997,51
ebone,normal,40,0,oracle,360.620899,433.954533,438.528142,51,15,0.037703,39.50,-0.000,-0.000,+0.000,0,0,-40.699,51
ebone,normal,40,1,reactive,363.335888,438.058937,442.037064,51,13,0.063579,32.83,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,normal,40,1,predictive,359.683443,433.954533,438.528142,51,14,0.039103,34.35,-1.005,-0.937,-0.794,0,1,-38.497,51
ebone,normal,40,1,oracle,359.683443,433.954533,438.528141,51,14,0.039092,36.48,-1.005,-0.937,-0.794,0,1,-38.514,51
ebone,normal,40,2,reactive,362.849491,438.646176,443.573757,51,14,0.063579,29.78,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,normal,40,2,predictive,358.927411,432.236394,438.528141,51,14,0.039910,31.35,-1.081,-1.461,-1.137,0,0,-37.227,51
ebone,normal,40,2,oracle,358.927411,432.236394,438.528141,51,14,0.041544,31.34,-1.081,-1.461,-1.137,0,0,-34.658,51
ebone,spike_2x,5,0,reactive,371.645622,447.547973,452.733615,50,14,0.010086,36.68,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,spike_2x,5,0,predictive,373.324149,448.127724,452.733615,50,14,0.009046,38.48,+0.452,+0.130,+0.000,0,0,-10.312,51
ebone,spike_2x,5,0,oracle,373.713868,448.717498,452.733615,50,14,0.008758,38.45,+0.557,+0.261,+0.000,0,0,-13.167,51
ebone,spike_2x,5,1,reactive,372.704663,450.515781,467.852963,46,12,0.010086,40.74,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,spike_2x,5,1,predictive,372.854299,447.547973,483.546205,35,7,0.009390,42.41,+0.040,-0.659,+3.354,-11,-5,-6.902,51
ebone,spike_2x,5,1,oracle,373.295116,448.127724,483.546205,36,8,0.008396,43.29,+0.158,-0.530,+3.354,-10,-4,-16.754,51
ebone,spike_2x,5,2,reactive,372.683743,451.654581,467.852963,48,11,0.010086,35.75,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,spike_2x,5,2,predictive,372.617026,448.083069,487.141947,32,6,0.009085,37.29,-0.018,-0.791,+4.123,-16,-5,-9.924,51
ebone,spike_2x,5,2,oracle,372.048978,448.717498,452.733615,50,13,0.008339,38.84,-0.170,-0.650,-3.232,2,2,-17.318,51
ebone,spike_2x,10,0,reactive,363.818760,447.547973,452.733615,44,13,0.021167,36.80,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,spike_2x,10,0,predictive,365.622237,447.547973,452.733615,47,14,0.019571,40.76,+0.496,-0.000,+0.000,3,1,-7.543,51
ebone,spike_2x,10,0,oracle,366.036094,447.547973,452.733615,47,14,0.021127,42.30,+0.609,-0.000,+0.000,3,1,-0.189,51
ebone,spike_2x,10,1,reactive,366.415468,450.286535,467.852963,36,12,0.021167,41.47,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,spike_2x,10,1,predictive,364.914594,447.547973,452.733615,45,13,0.018980,43.50,-0.410,-0.608,-3.232,9,1,-10.333,51
ebone,spike_2x,10,1,oracle,365.571187,447.547973,452.733615,47,13,0.019682,46.14,-0.230,-0.608,-3.232,11,1,-7.017,51
ebone,spike_2x,10,2,reactive,365.926290,451.412779,467.852963,37,11,0.021167,45.32,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,spike_2x,10,2,predictive,364.651504,447.547973,452.733615,47,13,0.019827,55.14,-0.348,-0.856,-3.232,10,2,-6.334,51
ebone,spike_2x,10,2,oracle,365.313109,447.547973,452.733615,47,13,0.020906,46.39,-0.168,-0.856,-3.232,10,2,-1.236,51
ebone,spike_2x,20,0,reactive,363.280687,447.547973,452.733615,44,13,0.042650,43.36,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,spike_2x,20,0,predictive,363.852711,447.547973,452.733615,44,13,0.023102,49.93,+0.157,+0.000,+0.000,0,0,-45.834,51
ebone,spike_2x,20,0,oracle,363.965904,447.547973,452.733615,44,13,0.023703,51.18,+0.189,+0.000,+0.000,0,0,-44.423,51
ebone,spike_2x,20,1,reactive,365.756595,450.213505,468.780535,36,12,0.042650,39.45,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,spike_2x,20,1,predictive,363.121596,447.547973,452.733615,44,13,0.025949,43.49,-0.720,-0.592,-3.423,8,1,-39.159,51
ebone,spike_2x,20,1,oracle,362.859522,447.547973,452.733615,44,13,0.021345,41.91,-0.792,-0.592,-3.423,8,1,-49.953,51
ebone,spike_2x,20,2,reactive,365.817802,451.236033,467.852963,37,11,0.042650,38.25,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,spike_2x,20,2,predictive,362.518572,447.547973,452.733615,44,13,0.025528,37.92,-0.902,-0.817,-3.232,7,2,-40.146,51
ebone,spike_2x,20,2,oracle,362.131529,447.547973,452.733615,44,12,0.026068,39.22,-1.008,-0.817,-3.232,7,1,-38.879,51
ebone,spike_2x,40,0,reactive,363.261430,447.547973,452.733615,44,13,0.063797,39.34,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,spike_2x,40,0,predictive,363.261430,447.547973,452.733615,44,13,0.042150,41.18,-0.000,-0.000,-0.000,0,0,-33.931,51
ebone,spike_2x,40,0,oracle,363.261430,447.547973,452.733615,44,13,0.040596,63.21,-0.000,-0.000,-0.000,0,0,-36.366,51
ebone,spike_2x,40,1,reactive,366.401312,453.102035,476.486017,33,8,0.063797,36.79,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,spike_2x,40,1,predictive,362.323974,447.547973,452.733615,44,12,0.042052,39.19,-1.113,-1.226,-4.985,11,4,-34.084,51
ebone,spike_2x,40,1,oracle,362.323974,447.547973,452.733615,44,12,0.043348,37.90,-1.113,-1.226,-4.985,11,4,-32.053,51
ebone,spike_2x,40,2,reactive,365.876852,454.652457,481.616060,28,6,0.063797,33.58,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,spike_2x,40,2,predictive,361.567942,447.547973,452.733615,44,11,0.042635,35.68,-1.178,-1.563,-5.997,16,5,-33.170,51
ebone,spike_2x,40,2,oracle,361.567942,447.547973,452.733615,44,11,0.043518,35.96,-1.178,-1.563,-5.997,16,5,-31.787,51
ebone,ramp_up,5,0,reactive,391.636924,439.724230,444.301016,51,19,0.011672,45.35,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,ramp_up,5,0,predictive,392.040297,441.868382,446.178632,51,19,0.007297,51.85,+0.103,+0.488,+0.423,0,0,-37.481,51
ebone,ramp_up,5,0,oracle,392.470226,443.993036,447.358180,51,19,0.007736,55.35,+0.213,+0.971,+0.688,0,0,-33.725,51
ebone,ramp_up,5,1,reactive,394.082643,443.993036,459.885814,51,17,0.011672,36.45,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,ramp_up,5,1,predictive,391.823008,441.868382,463.011723,51,17,0.006874,38.56,-0.573,-0.479,+0.680,0,0,-41.107,51
ebone,ramp_up,5,1,oracle,392.226381,443.993036,463.011723,51,17,0.006965,39.07,-0.471,+0.000,+0.680,0,0,-40.324,51
ebone,ramp_up,5,2,reactive,394.809842,447.164916,459.733447,51,18,0.011672,36.24,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,ramp_up,5,2,predictive,392.025092,443.993036,467.256140,51,14,0.007210,39.76,-0.705,-0.709,+1.636,0,-4,-38.229,51
ebone,ramp_up,5,2,oracle,392.311381,445.110321,447.358180,51,19,0.006376,38.59,-0.633,-0.459,-2.692,0,1,-45.374,51
ebone,ramp_up,10,0,reactive,391.579844,439.724230,444.301016,51,19,0.010001,33.47,+0.000,+0.000,+0.000,0,0,+0.000,51
ebone,ramp_up,10,0,predictive,389.596277,439.724230,444.301016,51,19,0.022928,35.66,-0.507,-0.000,+0.000,0,0,+129.246,51
ebone,ramp_up,10,0,oracle,389.715664,439.724230,444.301016,51,19,0.023637,35.85,-0.476,-0.000,+0.000,0,0,+136.340,51
