topology,scenario,k,delay,method,mean_mlu,p95_mlu,peak_mlu,overload_0p7,overload_0p9,mean_disturb,mean_decision_ms,delta_mean_pct,delta_p95_pct,delta_peak_pct,delta_overload_0p7,delta_overload_0p9,delta_disturb_pct,n_steps
geant,flash_crowd,20,2,oracle,0.151510,0.183922,0.187944,0,0,0.062767,45.87,-5.021,-5.073,-7.658,0,0,-50.789,51
geant,flash_crowd,40,0,reactive,0.149613,0.180243,0.185302,0,0,0.186088,32.49,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,flash_crowd,40,0,predictive,0.148748,0.181911,0.186278,0,0,0.111762,34.10,-0.578,+0.925,+0.527,0,0,-39.941,51
geant,flash_crowd,40,0,oracle,0.148748,0.181911,0.186278,0,0,0.106307,33.40,-0.578,+0.925,+0.527,0,0,-42.873,51
geant,flash_crowd,40,1,reactive,0.153786,0.187617,0.191078,0,0,0.186088,33.96,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,flash_crowd,40,1,predictive,0.149642,0.183032,0.186278,0,0,0.087783,36.12,-2.695,-2.444,-2.512,0,0,-52.827,51
geant,flash_crowd,40,1,oracle,0.149626,0.183032,0.186278,0,0,0.093174,35.88,-2.705,-2.444,-2.512,0,0,-49.930,51
geant,flash_crowd,40,2,reactive,0.156073,0.191988,0.197163,0,0,0.186088,34.25,+0.000,+0.000,+0.000,0,0,+0.000,51
geant,flash_crowd,40,2,predictive,0.150595,0.183310,0.186978,0,0,0.100055,36.57,-3.510,-4.520,-5.166,0,0,-46.232,51
geant,flash_crowd,40,2,oracle,0.150592,0.183310,0.186978,0,0,0.104192,36.65,-3.512,-4.520,-5.166,0,0,-44.009,51
sprintlink,normal,5,0,reactive,931.340754,1151.986553,1227.246809,29,7,0.003375,53.78,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,normal,5,0,predictive,865.231856,1078.753221,1102.974201,35,12,0.000334,64.48,-7.098,-6.357,-10.126,6,5,-90.108,51
sprintlink,normal,5,0,oracle,865.351719,1078.753221,1102.974201,35,12,0.000339,63.93,-7.085,-6.357,-10.126,6,5,-89.966,51
sprintlink,normal,5,1,reactive,928.332647,1146.520457,1207.671597,36,10,0.003375,54.17,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,normal,5,1,predictive,861.559337,1067.879790,1109.381193,33,11,0.000334,66.89,-7.193,-6.859,-8.139,-3,1,-90.108,51
sprintlink,normal,5,1,oracle,861.522284,1067.879790,1109.381193,33,11,0.000390,67.98,-7.197,-6.859,-8.139,-3,1,-88.431,51
sprintlink,normal,5,2,reactive,925.504726,1133.247211,1219.542776,31,6,0.003375,55.24,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,normal,5,2,predictive,858.601169,1062.333829,1101.165988,35,10,0.000334,65.40,-7.229,-6.258,-9.707,4,4,-90.108,51
sprintlink,normal,5,2,oracle,858.698153,1062.333829,1101.165988,35,10,0.000350,65.64,-7.218,-6.258,-9.707,4,4,-89.634,51
sprintlink,normal,10,0,reactive,887.574039,1090.175911,1146.126823,33,12,0.005801,52.78,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,normal,10,0,predictive,781.269115,980.852066,1004.570109,30,12,0.001618,63.00,-11.977,-10.028,-12.351,-3,0,-72.113,51
sprintlink,normal,10,0,oracle,781.001000,980.852066,1004.570109,30,12,0.001648,64.30,-12.007,-10.028,-12.351,-3,0,-71.593,51
sprintlink,normal,10,1,reactive,884.930779,1079.568034,1132.401419,35,12,0.005801,57.14,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,normal,10,1,predictive,778.283212,971.088670,1003.903718,31,11,0.001589,68.88,-12.052,-10.048,-11.347,-4,-1,-72.608,51
sprintlink,normal,10,1,oracle,777.951154,971.088670,1003.903718,31,11,0.001767,72.68,-12.089,-10.048,-11.347,-4,-1,-69.536,51
sprintlink,normal,10,2,reactive,882.012076,1088.134929,1101.165988,43,12,0.005801,58.16,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,normal,10,2,predictive,775.706251,961.705455,1003.627987,32,10,0.001560,78.57,-12.053,-11.619,-8.858,-11,-2,-73.103,51
sprintlink,normal,10,2,oracle,775.074427,961.705455,1003.627987,31,10,0.001711,75.70,-12.124,-11.619,-8.858,-12,-2,-70.498,51
sprintlink,normal,20,0,reactive,839.480436,1077.156305,1102.974201,28,9,0.009443,46.81,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,normal,20,0,predictive,710.288174,874.767424,896.359545,38,12,0.003600,56.40,-15.390,-18.789,-18.733,10,3,-61.876,51
sprintlink,normal,20,0,oracle,710.093382,874.767424,896.359545,38,12,0.003528,55.56,-15.413,-18.789,-18.733,10,3,-62.643,51
sprintlink,normal,20,1,reactive,836.257508,1067.879790,1101.165988,29,9,0.009443,49.73,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,normal,20,1,predictive,710.248046,861.603612,903.361008,37,11,0.003556,62.86,-15.068,-19.316,-17.963,8,2,-62.344,51
sprintlink,normal,20,1,oracle,708.847113,868.560378,890.772763,40,11,0.003350,60.11,-15.236,-18.665,-19.106,11,2,-64.521,51
sprintlink,normal,20,2,reactive,833.443209,1057.932827,1101.165988,27,8,0.009443,63.58,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,normal,20,2,predictive,708.694413,863.818131,891.454620,41,12,0.003649,81.80,-14.968,-18.348,-19.044,14,4,-61.361,51
sprintlink,normal,20,2,oracle,708.559827,870.693815,891.454620,40,12,0.003582,74.62,-14.984,-17.699,-19.044,13,4,-62.067,51
sprintlink,normal,40,0,reactive,796.719334,1013.123478,1028.983803,27,13,0.018108,70.42,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,normal,40,0,predictive,677.016852,844.733177,868.322877,33,12,0.010648,84.57,-15.024,-16.621,-15.614,6,-1,-41.201,51
sprintlink,normal,40,0,oracle,676.899393,844.733177,868.322877,33,12,0.010610,79.55,-15.039,-16.621,-15.614,6,-1,-41.406,51
sprintlink,normal,40,1,reactive,793.168025,992.430038,1049.908802,27,11,0.018108,67.03,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,normal,40,1,predictive,677.859473,843.236193,879.004458,31,10,0.010934,82.34,-14.538,-15.033,-16.278,4,-1,-39.617,51
sprintlink,normal,40,1,oracle,676.545247,843.236193,879.004458,30,10,0.010822,79.80,-14.703,-15.033,-16.278,3,-1,-40.239,51
sprintlink,normal,40,2,reactive,790.307360,1003.596643,1011.450973,30,11,0.018108,69.13,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,normal,40,2,predictive,676.863070,843.100247,879.004458,34,9,0.011166,82.32,-14.354,-15.992,-13.095,4,-2,-38.337,51
sprintlink,normal,40,2,oracle,674.724698,843.100247,879.004458,30,9,0.010355,85.10,-14.625,-15.992,-13.095,0,-2,-42.817,51
sprintlink,spike_2x,5,0,reactive,948.992085,1227.319090,1242.155090,28,13,0.003084,86.29,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,spike_2x,5,0,predictive,881.683662,1135.817117,1163.435036,27,13,0.000332,107.50,-7.093,-7.455,-6.337,-1,0,-89.231,51
sprintlink,spike_2x,5,0,oracle,881.803525,1135.817117,1163.435036,27,13,0.000337,102.83,-7.080,-7.455,-6.337,-1,0,-89.057,51
sprintlink,spike_2x,5,1,reactive,945.778268,1217.531484,1242.155090,29,12,0.003084,69.44,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,spike_2x,5,1,predictive,878.011142,1135.817117,1170.220363,27,12,0.000332,89.40,-7.165,-6.711,-5.791,-2,0,-89.231,51
sprintlink,spike_2x,5,1,oracle,877.974090,1135.817117,1170.220363,27,12,0.000389,89.40,-7.169,-6.711,-5.791,-2,0,-87.395,51
sprintlink,spike_2x,5,2,reactive,942.939954,1223.467074,1242.155090,30,10,0.003084,90.04,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,spike_2x,5,2,predictive,875.052975,1133.882676,1170.220363,27,11,0.000332,100.60,-7.200,-7.322,-5.791,-3,1,-89.231,51
sprintlink,spike_2x,5,2,oracle,875.149959,1133.882676,1170.220363,27,11,0.000348,102.33,-7.189,-7.322,-5.791,-3,1,-88.712,51
sprintlink,spike_2x,10,0,reactive,904.305921,1165.917593,1192.043416,27,11,0.006214,89.01,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,spike_2x,10,0,predictive,797.720920,1043.540788,1070.208687,23,13,0.001614,116.68,-11.786,-10.496,-10.221,-4,2,-74.022,51
sprintlink,spike_2x,10,0,oracle,797.452806,1043.540788,1070.208687,23,13,0.001644,117.87,-11.816,-10.496,-10.221,-4,2,-73.537,51
sprintlink,spike_2x,10,1,reactive,901.675160,1153.276897,1192.043416,25,11,0.006214,58.34,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,spike_2x,10,1,predictive,794.735017,1042.779528,1080.530039,23,11,0.001586,70.06,-11.860,-9.581,-9.355,-2,0,-74.484,51
sprintlink,spike_2x,10,1,oracle,794.402959,1045.541353,1080.530039,23,11,0.001762,65.25,-11.897,-9.342,-9.355,-2,0,-71.641,51
sprintlink,spike_2x,10,2,reactive,898.755760,1150.094764,1197.663274,26,11,0.006214,57.82,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,spike_2x,10,2,predictive,792.158057,1044.665915,1072.620471,23,11,0.001557,71.47,-11.861,-9.167,-10.441,-3,0,-74.946,51
sprintlink,spike_2x,10,2,oracle,791.526232,1044.665915,1072.620471,23,11,0.001707,69.48,-11.931,-9.167,-10.441,-3,0,-72.533,51
sprintlink,spike_2x,20,0,reactive,855.932242,1116.097667,1163.435036,23,12,0.009205,55.39,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,spike_2x,20,0,predictive,726.682334,945.652175,977.696094,24,11,0.003642,66.05,-15.100,-15.272,-15.965,1,-1,-60.440,51
sprintlink,spike_2x,20,0,oracle,726.487542,945.652175,977.696094,24,11,0.003569,65.84,-15.123,-15.272,-15.965,1,-1,-61.226,51
sprintlink,spike_2x,20,1,reactive,852.709314,1117.698213,1163.435036,22,12,0.009205,69.56,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,spike_2x,20,1,predictive,726.683489,948.655064,965.998432,26,10,0.003495,83.91,-14.779,-15.124,-16.970,4,-2,-62.029,51
sprintlink,spike_2x,20,1,oracle,725.207404,949.012526,965.998432,26,11,0.003357,81.61,-14.953,-15.092,-16.970,4,-1,-63.535,51
sprintlink,spike_2x,20,2,reactive,849.895014,1121.130666,1155.812100,22,11,0.009205,72.42,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,spike_2x,20,2,predictive,725.011549,949.577325,974.454349,26,9,0.003641,98.90,-14.694,-15.302,-15.691,4,-2,-60.443,51
sprintlink,spike_2x,20,2,oracle,724.868146,949.577325,988.394618,24,9,0.003507,91.58,-14.711,-15.302,-14.485,2,-2,-61.908,51
sprintlink,spike_2x,40,0,reactive,813.171139,1085.509478,1101.688893,22,12,0.018564,58.89,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,spike_2x,40,0,predictive,688.108346,893.004768,904.259681,27,13,0.010224,68.59,-15.380,-17.734,-17.921,5,1,-44.924,51
sprintlink,spike_2x,40,0,oracle,687.990887,893.004768,904.259681,27,13,0.010164,70.09,-15.394,-17.734,-17.921,5,1,-45.249,51
sprintlink,spike_2x,40,1,reactive,809.619831,1081.141073,1108.974187,22,9,0.018564,63.65,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,spike_2x,40,1,predictive,689.165536,897.006864,913.242572,27,12,0.010749,76.79,-14.878,-17.031,-17.650,5,3,-42.097,51
sprintlink,spike_2x,40,1,oracle,687.693554,894.588643,907.404330,27,12,0.010446,74.27,-15.060,-17.255,-18.176,5,3,-43.730,51
sprintlink,spike_2x,40,2,reactive,806.759166,1070.008389,1101.688893,22,11,0.018564,70.08,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,spike_2x,40,2,predictive,687.977145,897.777802,903.634511,26,11,0.010637,96.36,-14.723,-16.096,-17.977,4,0,-42.700,51
sprintlink,spike_2x,40,2,oracle,685.562467,892.638424,904.259681,26,11,0.009859,85.71,-15.023,-16.577,-17.921,4,0,-46.893,51
sprintlink,ramp_up,5,0,reactive,1057.898721,1163.749823,1227.246809,51,18,0.005366,73.79,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,ramp_up,5,0,predictive,970.613617,1082.889054,1102.974201,51,19,0.000241,90.46,-8.251,-6.948,-10.126,0,1,-95.503,51
sprintlink,ramp_up,5,0,oracle,970.733480,1082.889054,1102.974201,51,19,0.000246,87.38,-8.239,-6.948,-10.126,0,1,-95.412,51
sprintlink,ramp_up,5,1,reactive,1060.302961,1166.259175,1207.671597,51,20,0.005366,71.79,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,ramp_up,5,1,predictive,970.222081,1078.074384,1109.381193,51,19,0.000241,83.48,-8.496,-7.561,-8.139,0,-1,-95.503,51
sprintlink,ramp_up,5,1,oracle,970.185028,1078.074384,1109.381193,51,19,0.000361,84.77,-8.499,-7.561,-8.139,0,-1,-93.274,51
sprintlink,ramp_up,5,2,reactive,1061.472746,1166.259175,1219.542776,51,20,0.005366,70.42,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,ramp_up,5,2,predictive,970.502304,1084.684802,1101.165988,51,19,0.000241,82.37,-8.570,-6.995,-9.707,0,-1,-95.503,51
sprintlink,ramp_up,5,2,oracle,970.427847,1084.684802,1101.165988,51,19,0.000348,85.21,-8.577,-6.995,-9.707,0,-1,-93.518,51
sprintlink,ramp_up,10,0,reactive,993.696754,1109.278984,1146.126823,51,19,0.005272,72.80,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,ramp_up,10,0,predictive,886.372778,986.842348,1004.570109,51,21,0.001602,83.00,-10.800,-11.037,-12.351,0,2,-69.603,51
sprintlink,ramp_up,10,0,oracle,886.104663,986.842348,1004.570109,51,20,0.001679,84.67,-10.827,-11.037,-12.351,0,1,-68.145,51
sprintlink,ramp_up,10,1,reactive,993.181614,1110.460779,1132.401419,51,19,0.005272,40.80,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,ramp_up,10,1,predictive,886.787475,989.556503,1003.903718,51,21,0.001568,48.96,-10.712,-10.888,-11.347,0,2,-70.265,51
sprintlink,ramp_up,10,1,oracle,886.444067,989.355518,1003.903718,51,20,0.001719,48.23,-10.747,-10.906,-11.347,0,1,-67.394,51
sprintlink,ramp_up,10,2,reactive,993.379650,1106.681746,1115.645925,51,22,0.005272,48.69,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,ramp_up,10,2,predictive,887.435945,989.444148,1011.407881,51,20,0.001600,59.09,-10.665,-10.594,-9.343,0,-2,-69.653,51
sprintlink,ramp_up,10,2,oracle,886.804120,989.444148,1003.627987,51,20,0.001744,58.62,-10.729,-10.594,-10.041,0,-2,-66.916,51
sprintlink,ramp_up,20,0,reactive,945.935481,1081.292139,1102.974201,51,17,0.011836,57.28,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,ramp_up,20,0,predictive,810.530615,888.695693,896.359545,51,26,0.003165,69.68,-14.314,-17.812,-18.733,0,9,-73.261,51
sprintlink,ramp_up,20,0,oracle,809.988420,888.695693,896.359545,51,26,0.003007,70.37,-14.372,-17.812,-18.733,0,9,-74.594,51
sprintlink,ramp_up,20,1,reactive,946.050270,1075.934267,1101.165988,51,17,0.011836,60.25,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,ramp_up,20,1,predictive,812.528494,892.181867,931.620132,51,21,0.003141,72.43,-14.114,-17.078,-15.397,0,4,-73.457,51
sprintlink,ramp_up,20,1,oracle,810.996431,891.143481,931.620132,51,21,0.002880,96.45,-14.276,-17.175,-15.397,0,4,-75.669,51
sprintlink,ramp_up,20,2,reactive,946.469808,1067.500234,1101.165988,51,17,0.011836,53.15,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,ramp_up,20,2,predictive,814.269974,903.422020,950.555046,51,18,0.003466,64.50,-13.968,-15.370,-13.677,0,1,-70.712,51
sprintlink,ramp_up,20,2,oracle,813.409134,902.398855,943.776173,51,20,0.003036,63.84,-14.059,-15.466,-14.293,0,3,-74.349,51
sprintlink,ramp_up,40,0,reactive,901.822997,1021.403107,1044.710373,51,18,0.022733,48.76,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,ramp_up,40,0,predictive,765.028577,844.733177,868.322877,51,22,0.009181,58.66,-15.169,-17.297,-16.884,0,4,-59.612,51
sprintlink,ramp_up,40,0,oracle,764.001807,844.733177,868.322877,51,22,0.008926,57.35,-15.283,-17.297,-16.884,0,4,-60.734,51
sprintlink,ramp_up,40,1,reactive,901.672289,1024.472161,1049.908802,51,19,0.022733,59.26,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,ramp_up,40,1,predictive,767.520915,844.733177,898.734073,51,17,0.009421,70.43,-14.878,-17.545,-14.399,0,-2,-58.559,51
sprintlink,ramp_up,40,1,oracle,765.968744,851.793117,888.458425,51,21,0.009265,70.82,-15.050,-16.855,-15.378,0,2,-59.243,51
sprintlink,ramp_up,40,2,reactive,902.037054,1027.548385,1035.346705,51,19,0.022733,57.42,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,ramp_up,40,2,predictive,768.334574,868.017884,913.557994,51,11,0.009201,70.35,-14.822,-15.525,-11.763,0,-8,-59.526,51
sprintlink,ramp_up,40,2,oracle,767.012903,868.017884,903.501268,51,15,0.009084,70.43,-14.969,-15.525,-12.734,0,-4,-60.040,51
sprintlink,flash_crowd,5,0,reactive,931.340754,1151.986553,1227.246809,29,7,0.003549,67.09,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,flash_crowd,5,0,predictive,865.231856,1078.753221,1102.974201,35,12,0.000334,71.30,-7.098,-6.357,-10.126,6,5,-90.592,51
sprintlink,flash_crowd,5,0,oracle,865.351719,1078.753221,1102.974201,35,12,0.000339,65.28,-7.085,-6.357,-10.126,6,5,-90.456,51
sprintlink,flash_crowd,5,1,reactive,928.332647,1146.520457,1207.671597,36,10,0.003549,69.10,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,flash_crowd,5,1,predictive,861.559337,1067.879790,1109.381193,33,11,0.000334,86.05,-7.193,-6.859,-8.139,-3,1,-90.592,51
sprintlink,flash_crowd,5,1,oracle,861.522284,1067.879790,1109.381193,33,11,0.000390,90.04,-7.197,-6.859,-8.139,-3,1,-88.997,51
sprintlink,flash_crowd,5,2,reactive,925.504726,1133.247211,1219.542776,31,6,0.003549,78.29,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,flash_crowd,5,2,predictive,858.601169,1062.333829,1101.165988,35,10,0.000334,85.87,-7.229,-6.258,-9.707,4,4,-90.592,51
sprintlink,flash_crowd,5,2,oracle,858.698153,1062.333829,1101.165988,35,10,0.000350,81.11,-7.218,-6.258,-9.707,4,4,-90.141,51
sprintlink,flash_crowd,10,0,reactive,888.158226,1090.175911,1146.126823,33,12,0.005807,60.18,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,flash_crowd,10,0,predictive,781.269115,980.852066,1004.570109,30,12,0.001617,70.07,-12.035,-10.028,-12.351,-3,0,-72.154,51
sprintlink,flash_crowd,10,0,oracle,781.001000,980.852066,1004.570109,30,12,0.001647,74.31,-12.065,-10.028,-12.351,-3,0,-71.635,51
sprintlink,flash_crowd,10,1,reactive,885.527140,1079.568034,1132.401419,35,12,0.005807,75.89,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,flash_crowd,10,1,predictive,778.283212,971.088670,1003.903718,31,11,0.001588,78.27,-12.111,-10.048,-11.347,-4,-1,-72.648,51
sprintlink,flash_crowd,10,1,oracle,778.098541,971.088670,1003.903718,31,12,0.001829,101.99,-12.132,-10.048,-11.347,-4,0,-68.510,51
sprintlink,flash_crowd,10,2,reactive,882.584031,1088.134929,1101.165988,43,12,0.005807,52.88,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,flash_crowd,10,2,predictive,775.706251,961.705455,1003.627987,32,10,0.001560,61.39,-12.110,-11.619,-8.858,-11,-2,-73.143,51
sprintlink,flash_crowd,10,2,oracle,775.074427,961.705455,1003.627987,31,10,0.001710,58.29,-12.181,-11.619,-8.858,-12,-2,-70.550,51
sprintlink,flash_crowd,20,0,reactive,839.480436,1077.156305,1102.974201,28,9,0.009293,56.77,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,flash_crowd,20,0,predictive,710.945722,874.767424,896.359545,38,12,0.003665,67.18,-15.311,-18.789,-18.733,10,3,-60.562,51
sprintlink,flash_crowd,20,0,oracle,710.750930,874.767424,896.359545,38,12,0.003593,66.46,-15.334,-18.789,-18.733,10,3,-61.341,51
sprintlink,flash_crowd,20,1,reactive,836.257508,1067.879790,1101.165988,29,9,0.009293,56.02,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,flash_crowd,20,1,predictive,710.858825,861.603612,903.361008,37,11,0.003617,65.04,-14.995,-19.316,-17.963,8,2,-61.085,51
sprintlink,flash_crowd,20,1,oracle,709.504250,868.560378,890.772763,40,12,0.003446,64.87,-15.157,-18.665,-19.106,11,3,-62.916,51
sprintlink,flash_crowd,20,2,reactive,833.443209,1057.932827,1101.165988,27,8,0.009293,49.36,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,flash_crowd,20,2,predictive,709.284353,863.818131,891.454620,41,12,0.003709,60.22,-14.897,-18.348,-19.044,14,4,-60.084,51
sprintlink,flash_crowd,20,2,oracle,709.141110,870.693815,891.454620,40,12,0.003625,59.14,-14.914,-17.699,-19.044,13,4,-60.996,51
sprintlink,flash_crowd,40,0,reactive,796.719334,1013.123478,1028.983803,27,13,0.017992,50.54,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,flash_crowd,40,0,predictive,677.016852,844.733177,868.322877,33,12,0.010764,61.55,-15.024,-16.621,-15.614,6,-1,-40.171,51
sprintlink,flash_crowd,40,0,oracle,676.899393,844.733177,868.322877,33,12,0.010714,59.18,-15.039,-16.621,-15.614,6,-1,-40.450,51
sprintlink,flash_crowd,40,1,reactive,793.168025,992.430038,1049.908802,27,11,0.017992,60.53,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,flash_crowd,40,1,predictive,677.859473,843.236193,879.004458,31,10,0.010898,74.20,-14.538,-15.033,-16.278,4,-1,-39.427,51
sprintlink,flash_crowd,40,1,oracle,676.545247,843.236193,879.004458,30,10,0.010987,72.93,-14.703,-15.033,-16.278,3,-1,-38.933,51
sprintlink,flash_crowd,40,2,reactive,790.307360,1003.596643,1011.450973,30,11,0.017992,73.55,+0.000,+0.000,+0.000,0,0,+0.000,51
sprintlink,flash_crowd,40,2,predictive,676.863070,843.100247,879.004458,34,9,0.011320,87.81,-14.354,-15.992,-13.095,4,-2,-37.084,51
sprintlink,flash_crowd,40,2,oracle,674.724698,843.100247,879.004458,30,9,0.010442,96.16,-14.625,-15.992,-13.095,0,-2,-41.963,51
tiscali,normal,5,0,reactive,771.009923,975.903889,998.866395,33,9,0.002470,64.55,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,normal,5,0,predictive,769.602605,974.305097,998.866395,33,9,0.001146,82.74,-0.183,-0.164,+0.000,0,0,-53.585,51
tiscali,normal,5,0,oracle,769.602605,974.305097,998.866395,33,9,0.001148,84.94,-0.183,-0.164,+0.000,0,0,-53.506,51
tiscali,normal,5,1,reactive,770.465821,977.259011,982.389477,35,10,0.002470,58.77,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,normal,5,1,predictive,767.487232,962.766113,982.065642,35,11,0.001254,69.52,-0.387,-1.483,-0.033,0,1,-49.243,51
tiscali,normal,5,1,oracle,767.487232,962.766113,982.065642,35,11,0.001336,69.92,-0.387,-1.483,-0.033,0,1,-45.888,51
tiscali,normal,5,2,reactive,768.631597,963.678376,981.433241,36,11,0.002470,65.98,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,normal,5,2,predictive,766.080006,949.075484,981.433241,36,11,0.001178,80.10,-0.332,-1.515,+0.000,0,0,-52.317,51
tiscali,normal,5,2,oracle,766.080006,949.075484,981.433241,36,11,0.001280,78.30,-0.332,-1.515,+0.000,0,0,-48.159,51
tiscali,normal,10,0,reactive,769.559547,974.305097,998.866395,33,9,0.007148,64.93,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,normal,10,0,predictive,769.602605,974.305097,998.866395,33,9,0.002215,86.30,+0.006,+0.000,+0.000,0,0,-69.018,51
tiscali,normal,10,0,oracle,769.602605,974.305097,998.866395,33,9,0.002142,83.86,+0.006,+0.000,+0.000,0,0,-70.028,51
tiscali,normal,10,1,reactive,767.792536,962.766113,982.065642,35,11,0.007148,73.85,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,normal,10,1,predictive,767.487232,962.766113,982.065642,35,11,0.002102,75.32,-0.040,+0.000,+0.000,0,0,-70.593,51
tiscali,normal,10,1,oracle,767.487232,962.766113,982.065642,35,11,0.001879,76.42,-0.040,+0.000,+0.000,0,0,-73.713,51
tiscali,normal,10,2,reactive,766.546310,953.576867,981.433241,36,11,0.007148,62.79,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,normal,10,2,predictive,766.080006,949.075484,981.433241,36,11,0.002159,75.43,-0.061,-0.472,+0.000,0,0,-69.794,51
tiscali,normal,10,2,oracle,766.080006,949.075484,981.433241,36,11,0.001991,75.56,-0.061,-0.472,+0.000,0,0,-72.142,51
tiscali,normal,20,0,reactive,767.939953,974.305097,998.866395,31,9,0.013709,58.81,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,normal,20,0,predictive,769.602605,974.305097,998.866395,33,9,0.005943,70.21,+0.217,+0.000,+0.000,2,0,-56.647,51
tiscali,normal,20,0,oracle,769.602605,974.305097,998.866395,33,9,0.005868,71.34,+0.217,+0.000,+0.000,2,0,-57.192,51
tiscali,normal,20,1,reactive,766.773193,962.766113,982.065642,35,11,0.013709,57.61,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,normal,20,1,predictive,767.487232,962.766113,982.065642,35,11,0.006004,71.54,+0.093,+0.000,+0.000,0,0,-56.203,51
tiscali,normal,20,1,oracle,767.487232,962.766113,982.065642,35,11,0.005984,69.61,+0.093,+0.000,+0.000,0,0,-56.352,51
tiscali,normal,20,2,reactive,765.238824,949.075484,981.433241,37,11,0.013709,64.09,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,normal,20,2,predictive,766.080006,949.075484,981.433241,36,11,0.006085,81.55,+0.110,+0.000,+0.000,-1,0,-55.611,51
tiscali,normal,20,2,oracle,766.080006,949.075484,981.433241,36,11,0.006023,78.49,+0.110,+0.000,+0.000,-1,0,-56.061,51
tiscali,normal,40,0,reactive,762.120490,974.305097,998.866395,30,9,0.023774,59.54,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,normal,40,0,predictive,769.559547,974.305097,998.866395,33,9,0.010569,70.43,+0.976,+0.000,+0.000,3,0,-55.544,51
tiscali,normal,40,0,oracle,769.559547,974.305097,998.866395,33,9,0.010688,71.50,+0.976,+0.000,+0.000,3,0,-55.045,51
tiscali,normal,40,1,reactive,761.742689,962.766113,982.065642,33,11,0.023774,51.86,+0.000,+0.000,+0.000,0,0,+0.000,51
tiscali,normal,40,1,predictive,767.444174,962.766113,982.065642,35,11,0.010535,64.76,+0.748,+0.000,+0.000,2,0,-55.685,51
tiscali,normal,40,1,oracle,767.444174,962.766113,982.065642,35,11,0.010238,65.03,+0.748,+0.000,+0.000,2,0,-56.934,51
